,date,segment,topic,cluster
463,2017-03-15,qa_pair12,Financial crisis regulation,0
464,2017-03-15,qa_pair13,Monetary policy and labor market.,1
465,2017-03-15,qa_pair14,Symmetric inflation target.,2
466,2017-03-15,qa_pair15,Monetary policy impacts on dollar.,1
467,2017-03-15,qa_pair16,Monetary policy regulations,1
468,2017-03-15,qa_pair17,Monetary policy and wages.,1
469,2017-06-14,opening_remark,Monetary policy decision process.,1
470,2017-06-14,qa_pair1,Monetary policy normalization,1
471,2017-06-14,qa_pair2,Monetary policy/personnel,1
472,2017-06-14,qa_pair3,Weak inflation vigilance,5
473,2017-06-14,qa_pair4,Monetary policy & inflation,4
474,2017-06-14,qa_pair5,Policy change risks discussed.,6
475,2017-06-14,qa_pair6,Monetary policy implications,1
476,2017-06-14,qa_pair7,Low inflation environment,2
477,2017-06-14,qa_pair8,Inflation target debate.,4
478,2017-06-14,qa_pair9,Fed funds rate uncertainty,4
479,2017-06-14,qa_pair10,Monetary policy communication.,1
480,2017-06-14,qa_pair11,Monetary policy and regulation,1
481,2017-06-14,qa_pair12,Reinvestment/rate adjustment plan.,6
482,2017-06-14,qa_pair13,Volcker rule implementation.,6
483,2017-06-14,qa_pair14,Monetary policy & QE effects,1
484,2017-06-14,qa_pair15,Job training programs,3
485,2017-09-20,opening_remark,Monetary policy decisions,1
486,2017-09-20,qa_pair1,Inflation and Employment mandate,4
487,2017-09-20,qa_pair2,Asset price movements/effects.,1
488,2017-09-20,qa_pair3,Monetary policy tools discussed,1
489,2017-09-20,qa_pair4,Monetary policy decisions,1
490,2017-09-20,qa_pair5,Monetary policy and inflation.,4
491,2017-09-20,qa_pair6,Monetary policy decisions/rates,1
492,2017-09-20,qa_pair7,Topic: Chair Yellen's Term's expiration.,6
493,2017-09-20,qa_pair8,Financial regulation reform,0
494,2017-09-20,qa_pair9,Monetary policy quorum and nominations,1
495,2017-09-20,qa_pair10,Debt and fiscal policy,0
496,2017-09-20,qa_pair11,Wells Fargo misconduct,5
497,2017-09-20,qa_pair12,Effectiveness of balance sheet policy,2
498,2017-09-20,qa_pair13,FSOC designation process,6
499,2017-09-20,qa_pair14,Monetary policy and inflation.,4
500,2017-12-13,opening_remark,Main topic of discussion: Federal Funds Rate increase,3
501,2017-12-13,qa_pair1,Fiscal policy and taxes,0
502,2017-12-13,qa_pair2,Inflation expectations/outlook.,4
503,2017-12-13,qa_pair3,Tax reform impacts on GDP,0
504,2017-12-13,qa_pair4,"Monetary policy, wage increases, and diversity of economists.",3
505,2017-12-13,qa_pair5,Federal Reserve & Market Valuations,1
506,2017-12-13,qa_pair6,Taxation and Fiscal Stimulus,0
507,2017-12-13,qa_pair7,monetary policy tools discussion,1
508,2017-12-13,qa_pair8,"Regulatory/banking reform, Too big to fail.",0
509,2017-12-13,qa_pair9,Monetary Policy Outlook Discussion.,1
510,2017-12-13,qa_pair10,Exploring central bank digital currency.,0
511,2017-12-13,qa_pair11,Gender Diversity Appointments,6
512,2017-12-13,qa_pair12,Monetary policy advice for Powell.,1
513,2017-12-13,qa_pair13,Deregulation of banking.,5
514,2017-12-13,qa_pair14,Economic risks and outlook,3
515,2017-12-13,qa_pair15,Monetary Policy & Inflation,4
516,2017-12-13,qa_pair16,Topic: Chair Yellen's plans to step down,6
517,2017-12-13,qa_pair17,Financial Stability Risks from Bitcoin,0
518,2017-12-13,qa_pair18,Yield Curve Flattening,6
519,2018-03-21,opening_remark,Monetary policy accommodation,1
520,2018-03-21,qa_pair1,Inflation dynamic and rate hikes.,4
521,2018-03-21,qa_pair2,Symmetric inflation targetting,2
522,2018-03-21,qa_pair3,Fiscal and monetary policy,1
523,2018-03-21,qa_pair4,Full employment implications,3
524,2018-03-21,qa_pair5,Answer: Neutral rate of interest,2
525,2018-03-21,qa_pair6,Trade policy and balance sheet.,1
526,2018-03-21,qa_pair7,Tax cuts/spending impact,0
527,2018-03-21,qa_pair8,Monetary policy & forecasts,1
528,2018-03-21,qa_pair9,Monetary policy discussion.,1
529,2018-03-21,qa_pair10,Topic: Trade and Productivity,3
530,2018-03-21,qa_pair11,Monetary policy forecasts.,1
531,2018-03-21,qa_pair12,Secular stagnation and fiscal policy.,2
532,2018-03-21,qa_pair13,Monetary policy framework.,1
533,2018-03-21,qa_pair14,Financial Stability and Asset Risk,2
534,2018-03-21,qa_pair15,Regulatory powers to banks.,0
535,2018-03-21,qa_pair16,Supply-side and demand-side effects of fiscal policy.,0
536,2018-03-21,qa_pair17,Trade policy discussion,3
537,2018-03-21,qa_pair18,Trade policy.,3
538,2018-03-21,qa_pair19,Wage growth and labor market tightening,3
539,2018-03-21,qa_pair20,Monetary Policy and Elections,1
540,2018-03-21,qa_pair21,Yield curve predicting recession,0
541,2018-06-13,opening_remark,Monetary policy outlook,1
542,2018-06-13,qa_pair1,Fiscal policy and inflation,4
543,2018-06-13,qa_pair2,Monetary policy neutrality.,2
544,2018-06-13,qa_pair3,Inflation targeting parameters.,4
545,2018-06-13,qa_pair4,Trade policies causing tensions.,5
546,2018-06-13,qa_pair5,Monetary policy views of growth.,1
547,2018-06-13,qa_pair6,Inflation Target Symmetry,4
548,2018-06-13,qa_pair7,Monetary policy normalization,1
549,2018-06-13,qa_pair8,Wage Growth Pickup,3
550,2018-06-13,qa_pair9,Monetary policy and inflation/unemployment.,4
551,2018-06-13,qa_pair10,Interest rate management.,1
552,2018-06-13,qa_pair11,Monetary policy effects on economy,1
553,2018-06-13,qa_pair12,Economic policy/inflation forecasting,4
554,2018-06-13,qa_pair13,Legalizing marijuana banking,0
555,2018-06-13,qa_pair14,Regulatory revision agenda,6
556,2018-06-13,qa_pair15,Monetary Policy/Economic Expansion,1
557,2018-06-13,qa_pair16,Monetary policy discussion.,1
558,2018-06-13,qa_pair17,Monetary policy language change,1
559,2018-06-13,qa_pair18,Trade risks to economy.,5
560,2018-06-13,qa_pair19,Yield curve and policy rate,1
561,2018-06-13,qa_pair20,Credit Bubble Concerns,0
562,2018-06-13,qa_pair21,Fed raising interest rates.,4
563,2018-06-13,qa_pair22,Wage growth and distribution,3
564,2018-09-26,opening_remark,Monetary policy summary.,1
565,2018-09-26,qa_pair1,Monetary policy tightening cycle.,4
566,2018-09-26,qa_pair2,Fed independence and monetary policy.,1
567,2018-09-26,qa_pair3,Monetary policy and markets.,1
568,2018-09-26,qa_pair4,Inflation & employment & interest rates,4
569,2018-09-26,qa_pair5,Financial Stability Risks,2
570,2018-09-26,qa_pair6,Trade war impact discussion.,6
571,2018-09-26,qa_pair7,Topic of Discussion: Economic Growth Forecasts,3
572,2018-09-26,qa_pair8,Monetary Policy Adjustments.,1
573,2018-09-26,qa_pair9,Labor Force Participation,3
574,2018-09-26,qa_pair10,Tariff price increases,3
575,2018-09-26,qa_pair11,Monetary policy tightening.,4
576,2018-09-26,qa_pair12,"Nominating Fed candidates, corporate debt.",0
577,2018-09-26,qa_pair13,"re debating

Monetary policy neutrality",2
578,2018-09-26,qa_pair14,Financial System Stability,2
579,2018-09-26,qa_pair15,Effect of rising interest rates,4
580,2018-09-26,qa_pair16,Joint CRA rulemaking.,6
581,2018-09-26,qa_pair17,Monetary policy and neutral rate.,2
582,2018-09-26,qa_pair18,Monetary policy implications.,1
583,2018-09-26,qa_pair19,Monetary policy adjustment.,1
584,2018-09-26,qa_pair20,Wage & benefit growth,3
585,2018-09-26,qa_pair21,Fiscal policy and deficits.,0
586,2018-09-26,qa_pair22,Impact of U.S. monetary policy.,1
587,2018-09-26,qa_pair23,Stock market exuberance,3
588,2018-09-26,qa_pair24,Mortgage lending supervision,0
589,2018-12-19,opening_remark,Monetary policy and crosscurrents.,1
590,2018-12-19,qa_pair1,Inflation & Fed response,4
591,2018-12-19,qa_pair2,Balance sheet normalization,2
592,2018-12-19,qa_pair3,Monetary policy and inflation.,4
593,2018-12-19,qa_pair4,Monetary policy and market conditions,1
594,2018-12-19,qa_pair5,Persistent inflation undershooting.,5
595,2018-12-19,qa_pair6,Monetary policy choice.,1
596,2018-12-19,qa_pair7,Monetary policy communication review,1
597,2018-12-19,qa_pair8,Monetary policy tightening,4
598,2018-12-19,qa_pair9,Monetary policy and volatility,4
599,2018-12-19,qa_pair10,Monetary policy and Trump.,0
600,2018-12-19,qa_pair11,Monetary policy neutrality,2
601,2018-12-19,qa_pair12,Monetary policy mood of concern,5
602,2018-12-19,qa_pair13,Financial Market Volatility,5
603,2018-12-19,qa_pair14,Discussion topic: Inflation expectations and dual mandate,4
604,2018-12-19,qa_pair15,Communicating rate hikes.,6
605,2018-12-19,qa_pair16,Labor Market Slack,5
606,2018-12-19,qa_pair17,Regulatory tailoring for smaller banks,2
607,2018-12-19,qa_pair18,Bond Yields Outlook,0
608,2018-12-19,qa_pair19,Monetary policy and neutral rate,2
609,2018-12-19,qa_pair20,Global growth/economic developments,3
610,2019-01-30,opening_remark,Monetary policy: patient approach,2
611,2019-01-30,qa_pair1,Monetary policy stance.,1
612,2019-01-30,qa_pair2,Monetary policy risks assessment,1
613,2019-01-30,qa_pair3,Monetary policy and inflation.,4
614,2019-01-30,qa_pair4,"Monetary policy, inflation.",4
615,2019-01-30,qa_pair5,Discussion of balance sheet size.,6
616,2019-01-30,qa_pair6,Balance sheet composition.,6
617,2019-01-30,qa_pair7,Global economic slowdown and tightening financial conditions,5
618,2019-01-30,qa_pair8,End of tightening cycle.,5
619,2019-01-30,qa_pair9,Money laundering enforcement & real-time payments,0
620,2019-01-30,qa_pair10,Political Influence on Rates,6
621,2019-01-30,qa_pair11,Monetary policy tools,1
622,2019-01-30,qa_pair12,Economic impact of government shutdown.,5
623,2019-01-30,qa_pair13,Topic: Effects of trade tariffs.,0
624,2019-01-30,qa_pair14,Corporate debt risk,0
625,2019-01-30,qa_pair15,Monetary policy decision continuity.,1
626,2019-01-30,qa_pair16,Fintech charter access.,6
627,2019-01-30,qa_pair17,Global economic growth.,3
628,2019-01-30,qa_pair18,Fiscal policy/debt effects.,0
629,2019-01-30,qa_pair19,Accommodative monetary policy.,1
630,2019-01-30,qa_pair20,Brexit consequences for America,5
631,2019-01-30,qa_pair21,Balance sheet reserves demand,1
632,2019-01-30,qa_pair22,Financial market/conditions effect on macroeconomy.,0
633,2019-01-30,qa_pair23,Balance sheet normalization,2
634,2019-03-20,opening_remark,Monetary policy approach/decisions.,1
635,2019-03-20,qa_pair1,Monetary policy outlook and balance sheet.,1
636,2019-03-20,qa_pair2,Global economic slowdown.,5
637,2019-03-20,qa_pair3,Wells Fargo abuse/regulation,6
638,2019-03-20,qa_pair4,Monetary policy outlook & risks,1
639,2019-03-20,qa_pair5,Comparing White House & Fed growth projections.,0
640,2019-03-20,qa_pair6,Monetary policy: rate changes,1
641,2019-03-20,qa_pair7,Main Topic: Stress testing & consensus,6
642,2019-03-20,qa_pair8,Consumer spending slowdown.,5
643,2019-03-20,qa_pair9,Financial stability risks.,2
644,2019-03-20,qa_pair10,Debt sustainability issues,0
645,2019-03-20,qa_pair11,Brexit and monetary policy,1
646,2019-03-20,qa_pair12,Inflation expectations,4
647,2019-03-20,qa_pair13,Global low inflation challenge.,5
648,2019-03-20,qa_pair14,Monetary policy decision-making,1
649,2019-03-20,qa_pair15,Wage growth and inflation.,4
650,2019-03-20,qa_pair16,Preparing for Brexit impacts,6
651,2019-03-20,qa_pair17,Bank consolidation regulations,0
652,2019-03-20,qa_pair18,Fiscal/Monetary policy balance,1
653,2019-03-20,qa_pair19,Flattening yield curve,6
654,2019-03-20,qa_pair20,Balance sheet growth decision,3
655,2019-03-20,qa_pair21,Fed policy tightening impacts.,6
656,2019-05-01,opening_remark,Monetary policy and inflation.,4
657,2019-05-01,qa_pair1,Low inflation policy response.,2
658,2019-05-01,qa_pair2,Monetary policy stance.,1
659,2019-05-01,qa_pair3,Monetary control and transmission.,1
660,2019-05-01,qa_pair4,Financial stability risks,2
661,2019-05-01,qa_pair5,Inflation and rates,4
662,2019-05-01,qa_pair6,Fiscal stimulus & inflation,4
663,2019-05-01,qa_pair7,Relative wages of women vs. men,5
664,2019-05-01,qa_pair8,Fedwire outage investigation,6
665,2019-05-01,qa_pair9,Lengthy economic expansions.,3
666,2019-05-01,qa_pair10,Monetary policy decision-making,1
667,2019-05-01,qa_pair11,Controlling inflation and financial stability,2
668,2019-05-01,qa_pair12,Manufacturing sector growth.,3
669,2019-05-01,qa_pair13,Domestic economic growth,3
670,2019-05-01,qa_pair14,Monetary policy and inflation,4
671,2019-05-01,qa_pair15,Low inflation considerations.,2
672,2019-05-01,qa_pair16,Monetary Policy tools,1
673,2019-05-01,qa_pair17,Volcker Rule revisions,6
674,2019-05-01,qa_pair18,Topic: Lack of overheating,2
675,2019-05-01,qa_pair19,Productivity and wages growth,3
676,2019-06-19,opening_remark,Monetary policy and global economy,1
677,2019-06-19,qa_pair1,Monetary policy discussion,1
678,2019-06-19,qa_pair2,Trade and Global Growth,3
679,2019-06-19,qa_pair3,Federal reserve independence,6
680,2019-06-19,qa_pair4,Monetary policy balance,1
681,2019-06-19,qa_pair5,Monetary Policy Debate,1
682,2019-06-19,qa_pair6,Central bank domestic mandates,0
683,2019-06-19,qa_pair7,Topic: Inflation & Dot era,4
684,2019-06-19,qa_pair8,Monetary policy decision-making,1
685,2019-06-19,qa_pair9,Exchange rate interventions,1
686,2019-06-19,qa_pair10,Monetary policy decisions.,1
687,2019-06-19,qa_pair11,Main topic: Economic data and analysis,3
688,2019-06-19,qa_pair12,Benefiting underprivileged communities,2
689,2019-06-19,qa_pair13,Monetary policy responses.,1
690,2019-06-19,qa_pair14,Monetary policy independence.,1
691,2019-06-19,qa_pair15,Digital currencies / Libra,6
692,2019-06-19,qa_pair16,Monetary policy review/debate.,1
693,2019-06-19,qa_pair17,Monetary policy & leveraged lending,1
694,2019-06-19,qa_pair18,Discussion of labor markets.,3
695,2019-06-19,qa_pair19,FOMC balance sheet policy.,6
696,2019-07-31,opening_remark,Monetary policy adjustments discussion,1
697,2019-07-31,qa_pair1,Monetary policy adjustment,1
698,2019-07-31,qa_pair2,Monetary policy effects on economy,1
699,2019-07-31,qa_pair3,data-driven decision-making,6
700,2019-07-31,qa_pair4,Monetary policy & trade tensions,1
701,2019-07-31,qa_pair5,Monetary policy decision-making,1
702,2019-07-31,qa_pair6,Monetary policy uncertainty.,1
703,2019-07-31,qa_pair7,Midcycle policy adjustment.,6
704,2019-07-31,qa_pair8,Monetary policy outlook,1
705,2019-07-31,qa_pair9,Monetary policy and real time payments,1
706,2019-07-31,qa_pair10,Topic: Easing of monetary policy,1
707,2019-07-31,qa_pair11,Sustaining the expansion,3
708,2019-07-31,qa_pair12,Monetary policy decisions.,1
709,2019-07-31,qa_pair13,Financial Stability Concerns,2
710,2019-07-31,qa_pair14,Monetary policy adjustments.,1
711,2019-07-31,qa_pair15,Trade tensions and tariffs.,5
712,2019-07-31,qa_pair16,Monetary Policy Consensus,1
713,2019-07-31,qa_pair17,Wells Fargo progress review,6
714,2019-07-31,qa_pair18,Monetary policy in recessions,0
715,2019-07-31,qa_pair19,Monetary policy review/review of inflation framework,4
716,2019-07-31,qa_pair20,Monetary policy efficacy.,1
717,2019-07-31,qa_pair21,Fed communication challenges,6
718,2019-09-18,opening_remark,Monetary policy: interest rate cut.,4
719,2019-09-18,qa_pair1,Monetary Policy Adjustment,1
720,2019-09-18,qa_pair2,FOMC decision-making process,6
721,2019-09-18,qa_pair3,Data-Dependent Risk Management,6
722,2019-09-18,qa_pair4,Liquidity Crunch Response,2
723,2019-09-18,qa_pair5,Trade uncertainty effects,5
724,2019-09-18,qa_pair6,Monetary policy expectations.,1
725,2019-09-18,qa_pair7,Balance sheet/reserves scarcity,5
726,2019-09-18,qa_pair8,Liquidity regulations review.,6
727,2019-09-18,qa_pair9,Monetary policy and trade uncertainty.,1
728,2019-09-18,qa_pair10,Monetary policy decision making.,1
729,2019-09-18,qa_pair11,Monetary policy tools and negative rates,4
730,2019-09-18,qa_pair12,Answer: Monetary policy effects on economy,1
731,2019-09-18,qa_pair13,Debt Bubble Risk Monitoring,0
732,2019-09-18,qa_pair14,Topic: Economy and Monetary Policy,1
733,2019-09-18,qa_pair15,Trade policy uncertainty.,5
734,2019-09-18,qa_pair16,Bank of America investigation,0
735,2019-09-18,qa_pair17,Monetary vs Fiscal Policy,1
736,2019-09-18,qa_pair18,Monetary policy independence,2
737,2019-09-18,qa_pair19,Global glut of US debt,5
738,2019-09-18,qa_pair20,Global interest rate divergence.,4
739,2019-10-30,opening_remark,Monetary policy adjustments/interest rates.,1
740,2019-10-30,qa_pair1,Monetary Policy & Outlook,1
741,2019-10-30,qa_pair2,"Topic of discussion: Trade, Brexit, Business Investment",0
742,2019-10-30,qa_pair3,Monetary Policy Outlook.,1
743,2019-10-30,qa_pair4,Monetary policy stance judgement,1
744,2019-10-30,qa_pair5,Inflation expectations and policy,4
745,2019-10-30,qa_pair6,Monetary policy/trade uncertainty.,1
746,2019-10-30,qa_pair7,High pressure labor market gains.,3
747,2019-10-30,qa_pair8,Fed balance sheet policy,0
748,2019-10-30,qa_pair9,Monetary policy effects on economy,1
749,2019-10-30,qa_pair10,Monetary policy and global economy,1
750,2019-10-30,qa_pair11,Inclusion of disadvantaged.,6
751,2019-10-30,qa_pair12,Achieving trend growth,3
752,2019-10-30,qa_pair13,Monetary Policy Decision,1
753,2019-10-30,qa_pair14,Rural/Urban Disparities.,5
754,2019-10-30,qa_pair15,Answer: Trade negotiations with China,0
755,2019-10-30,qa_pair16,Income inequality & labor arrangements.,5
756,2019-10-30,qa_pair17,Monetary policy stance,1
757,2019-10-30,qa_pair18,Financial Stability Risks,2
758,2019-10-30,qa_pair19,Fed Reserve liquidity review.,0
759,2019-10-30,qa_pair20,Low inflation expectations,5
760,2019-10-30,qa_pair21,ANSWER: Balance sheet composition,6
761,2019-10-30,qa_pair22,Monetary policy characterization,1
762,2019-12-11,opening_remark,Paul Volcker's legacy,6
763,2019-12-11,qa_pair1,Weak inflation-unemployment link.,5
764,2019-12-11,qa_pair2,Monetary policy rate cuts.,5
765,2019-12-11,qa_pair3,"Monetary policy, repo market.",1
766,2019-12-11,qa_pair4,"Monetary policy, inflation rate.",4
767,2019-12-11,qa_pair5,Monetary policy & inflation,4
768,2019-12-11,qa_pair6,Monetary policy and inflation.,4
769,2019-12-11,qa_pair7,Monetary policy framework review.,1
770,2019-12-11,qa_pair8,Trade policy uncertainty.,5
771,2019-12-11,qa_pair9,Discussion of labor utilization and maximum employment.,3
772,2019-12-11,qa_pair10,Monetary policy operations/treasury.,1
773,2019-12-11,qa_pair11,Monetary policy decision-making.,1
774,2019-12-11,qa_pair12,Topic of discussion: Interest Rate Policy,1
775,2019-12-11,qa_pair13,Topic: Trade Negotiations Effects,6
776,2019-12-11,qa_pair14,Impeachment risks for economy,5
777,2019-12-11,qa_pair15,Monetary policy dot plot.,1
778,2019-12-11,qa_pair16,Monetary policy framework review.,1
779,2019-12-11,qa_pair17,Monetary policy response/impact,1
780,2019-12-11,qa_pair18,Monetary policy and wages.,1
781,2019-12-11,qa_pair19,Community Reinvestment Act.,6
782,2019-12-11,qa_pair20,Labor Market Strength,3
783,2020-01-29,opening_remark,"Monetary policy: unemployment, wages, inflation.",4
784,2020-01-29,qa_pair1,Inflation objective commitment,4
785,2020-01-29,qa_pair2,Monetary policy implementation,1
786,2020-01-29,qa_pair3,Monetary policy balance sheets and reserves,1
787,2020-01-29,qa_pair4,Labor market performance,3
788,2020-01-29,qa_pair5,Monetary policy framework review,1
789,2020-01-29,qa_pair6,Global growth impacts of coronavirus,3
790,2020-01-29,qa_pair7,Monetary policy: IOER & Fed Funds.,1
791,2020-01-29,qa_pair8,Answer: Standing repo facility,6
792,2020-01-29,qa_pair9,Monetary policy discussion,1
793,2020-01-29,qa_pair10,Climate change risk assessment.,6
794,2020-01-29,qa_pair11,Trade policy uncertainty.,5
795,2020-01-29,qa_pair12,Repo market liquidity review,0
796,2020-01-29,qa_pair13,Monetary policy operations/transmission.,1
797,2020-01-29,qa_pair14,Revising the Volcker Rule,6
798,2020-01-29,qa_pair15,Topic: Chinese financial sector,0
799,2020-01-29,qa_pair16,Monetary policy framework,1
800,2020-01-29,qa_pair17,Monetary policy framework review,1
801,2020-01-29,qa_pair18,Financial Stability Framework,2
802,2020-01-29,qa_pair19,Updating Community Reinvestment Act,6
803,2020-01-29,qa_pair20,Regulatory and Supervisory Reform,6
804,2020-01-29,qa_pair21,Low interest consequence discussion.,5
805,2020-03-03,opening_remark,FOMC rate cut response to coronavirus.,5
806,2020-03-03,qa_pair1,Monetary policy response.,1
807,2020-03-03,qa_pair2,Coordinated global action,6
808,2020-03-03,qa_pair3,Discussion of G7 policy tools.,6
809,2020-03-03,qa_pair4,Credit market concerns.,0
810,2020-03-03,qa_pair5,Monetary policy tools.,1
811,2020-03-03,qa_pair6,Monetary policy response to COVID-19,1
812,2020-03-03,qa_pair7,Monetary policy decisions,1
813,2020-03-03,qa_pair8,Impact of COVID-19.,6
814,2020-03-15,opening_remark,Answer: Coronavirus economic impacts,5
815,2020-03-15,qa_pair1,"Monetary policy, virus impact, economic recovery",1
816,2020-03-15,qa_pair2,Discussion of Monetary Tools.,1
817,2020-03-15,qa_pair3,Monetary policy and credit markets.,1
818,2020-03-15,qa_pair4,Inflation concerns and Fed response.,4
819,2020-03-15,qa_pair5,Main topic: Monetary policy purchases,1
820,2020-03-15,qa_pair6,Monetary policy implementation timeline,1
821,2020-03-15,qa_pair7,Chair Powell's precautions/Fed policy tools,6
822,2020-03-15,qa_pair8,COVID-19 Economic Impact,1
823,2020-03-15,qa_pair9,Path of virus and market liquidity.,5
824,2020-03-15,qa_pair10,Duration and effects of Coronavirus outbreak.,6
825,2020-03-15,qa_pair11,Financial stability risks rising,2
826,2020-03-15,qa_pair12,Topic: Addressing strained liquidity market.,5
827,2020-03-15,qa_pair13,Monetary policy coordination with banks,0
828,2020-04-29,opening_remark,Economic impacts of coronavirus,5
829,2020-04-29,qa_pair1,Monetary policy support measures,1
830,2020-04-29,qa_pair2,Monetary policy tools discussed,1
831,2020-04-29,qa_pair3,Monetary policy and lending powers.,1
832,2020-04-29,qa_pair4,Length of Coronavirus Recovery,6
833,2020-04-29,qa_pair5,Monetary policy guidance,1
834,2020-04-29,qa_pair6,"Path of virus, virus-control measures, economic recovery.",0
835,2020-04-29,qa_pair7,Marginalized workers unemployment,5
836,2020-04-29,qa_pair8,Fiscal policy/sustainability,0
837,2020-04-29,qa_pair9,Monetary and fiscal policy,1
838,2020-04-29,qa_pair10,Monetary policy and employment,1
839,2020-04-29,qa_pair11,Financial resilience post-crisis.,0
840,2020-04-29,qa_pair12,Monetary policy and inflation.,4
841,2020-04-29,qa_pair13,Discussion of labor market damage.,5
842,2020-04-29,qa_pair14,Low interest rates impacts.,5
843,2020-06-10,opening_remark,Pandemic economic impacts,5
844,2020-06-10,qa_pair1,Monetary policy and forward guidance,1
845,2020-06-10,qa_pair2,Economic uncertainty and recovery.,5
846,2020-06-10,qa_pair3,Monetary policy reaction to changes in economic outcome,1
847,2020-06-10,qa_pair4,Great Depression comparison,5
848,2020-06-10,qa_pair5,Long-term economic damage,5
849,2020-06-10,qa_pair6,"Monetary policy, market functioning",1
850,2020-06-10,qa_pair7,Regulatory Forbearance Measures,6
851,2020-06-10,qa_pair8,Main topic: fiscal policy response,0
852,2020-06-10,qa_pair9,Economic policy urgency and disagreement,5
853,2020-06-10,qa_pair10,Monetary policy for businesses.,0
854,2020-06-10,qa_pair11,Pandemics' effect on inequality.,5
855,2020-06-10,qa_pair12,Fiscal/Monetary Policy,1
856,2020-06-10,qa_pair13,Job Losses Permanent?,5
857,2020-06-10,qa_pair14,Economic Inequality,5
858,2020-06-10,qa_pair15,Financial markets functioning.,0
859,2020-07-29,opening_remark,Public health and economic crisis.,5
860,2020-07-29,qa_pair1,Dollar liquidity swaps,1
861,2020-07-29,qa_pair2,Discussion of funding provisions of Federal Reserve.,0
862,2020-07-29,qa_pair3,Monetary policy discussion.,1
863,2020-07-29,qa_pair4,Pandemic unemployment benefits.,5
864,2020-07-29,qa_pair5,Monetary policy effects on markets,1
865,2020-07-29,qa_pair6,Monetary policy and conflicts of interest.,1
866,2020-07-29,qa_pair7,Coin circulation disruption.,5
867,2020-07-29,qa_pair8,Topic: Coronavirus' effect on recovery,6
868,2020-07-29,qa_pair9,Course of virus affects economy.,5
869,2020-07-29,qa_pair10,Fiscal policy support.,0
870,2020-07-29,qa_pair11,Path of virus and policies,6
871,2020-07-29,qa_pair12,Monetary policy response to COVID-19.,1
872,2020-07-29,qa_pair13,re discussing disparate levels of unemployment.,5
873,2020-07-29,qa_pair14,Risks of labor market slowdown.,5
874,2020-07-29,qa_pair15,Monetary policy: 13 3 facilities,6
875,2020-07-29,qa_pair16,Labor market recovery,3
876,2020-07-29,qa_pair17,Monetary policy considerations,1
877,2020-07-29,qa_pair18,Monetary policy and bank capital.,1
878,2020-07-29,qa_pair19,Monetary policy review,1
879,2020-09-16,opening_remark,Monetary policy & economic recovery.,1
880,2020-09-16,qa_pair1,Monetary policy implementation,1
881,2020-09-16,qa_pair2,Financial stability concerns,2
882,2020-09-16,qa_pair3,Monetary policy/inflation goal,4
883,2020-09-16,qa_pair4,Recovery slowdown without stimulus.,5
884,2020-09-16,qa_pair5,Monetary policy forward guidance,1
885,2020-09-16,qa_pair6,Max Employment/Inflation Judgement Discussion,4
886,2020-09-16,qa_pair7,Monetary policy and fiscal support,1
887,2020-09-16,qa_pair8,Inequality & Poverty Effects,5
888,2020-09-16,qa_pair9,Monetary policy and bond purchases.,1
889,2020-09-16,qa_pair10,Living with Covid-19,6
890,2020-09-16,qa_pair11,Topic: Main Street Lending Program,0
891,2020-09-16,qa_pair12,Impact on labor markets.,3
892,2020-09-16,qa_pair13,Main topic of discussion: Monetary policy tools.,1
893,2020-09-16,qa_pair14,Labor market conditions,3
894,2020-09-16,qa_pair15,Researching racial economic gaps.,5
895,2020-09-16,qa_pair16,Flexible Average Inflation Targeting,2
896,2020-09-16,qa_pair17,Discussing commercial real estate,3
897,2020-09-16,qa_pair18,Shaping inflation expectations,4
898,2020-11-05,opening_remark,Monetary Policy & Economic Recovery,1
899,2020-11-05,qa_pair1,Labor market indicators moderating,3
900,2020-11-05,qa_pair2,Fiscal Support for Economy,2
901,2020-11-05,qa_pair3,Monetary/Fiscal policy partnership,1
902,2020-11-05,qa_pair4,Supporting economic activity.,3
903,2020-11-05,qa_pair5,Risk of labor supply damage.,5
904,2020-11-05,qa_pair6,Monetary policy extensions.,1
905,2020-11-05,qa_pair7,Monetary policy limits/consequences,1
906,2020-11-05,qa_pair8,Monetary policy and asset purchases.,1
907,2020-11-05,qa_pair9,Climate Change Financial Risks,0
908,2020-11-05,qa_pair10,Monetary policy and tail risks,1
909,2020-11-05,qa_pair11,Coin distribution issue,1
910,2020-11-05,qa_pair12,Questions about election impact.,6
911,2020-11-05,qa_pair13,Main topic: Main Street Facility loans,6
912,2020-11-05,qa_pair14,Monetary policy tools,1
913,2020-11-05,qa_pair15,Monetary policy & fiscal support,1
914,2020-12-16,opening_remark,Monetary policy goals/relief/support.,1
915,2020-12-16,qa_pair1,Monetary policy & goals,1
916,2020-12-16,qa_pair2,Monetary policy decisions.,1
917,2020-12-16,qa_pair3,Monetary policy facilities support,1
918,2020-12-16,qa_pair4,Fiscal policy and surge effects.,0
919,2020-12-16,qa_pair5,Housing Prices Valuation,3
920,2020-12-16,qa_pair6,Providing economic support for recovery,2
921,2020-12-16,qa_pair7,Herd immunity and inflation expectations,4
922,2020-12-16,qa_pair8,Climate change and financial regulation.,0
923,2020-12-16,qa_pair9,State and local aid,6
924,2020-12-16,qa_pair10,Main topic of discussion: Monetary Policy Accommodation,1
