,date,segment,emotion_roberta,emotion_gpt
281,2014-06-18,qa_pair13,{'curiosity': 1},Counter({'Neutral': 1})
282,2014-06-18,qa_pair14,"{'gratitude': 1, 'approval': 1}",Counter({'Neutral': 1})
283,2014-06-18,qa_pair15,{'neutral': 2},Counter({'Neutral': 1})
284,2014-06-18,qa_pair16,{'gratitude': 1},Counter({'Neutral': 1})
285,2014-09-17,opening_remark,"{'neutral': 8, 'gratitude': 1}","Counter({'Neutral': 4, 'Optimism': 1, 'Concerned': 1})"
286,2014-09-17,qa_pair1,"{'gratitude': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Uncertain': 1})"
287,2014-09-17,qa_pair2,"{'gratitude': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
288,2014-09-17,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
289,2014-09-17,qa_pair4,{'neutral': 3},"Counter({'Uncertain': 1, 'Concerned': 1})"
290,2014-09-17,qa_pair5,"{'curiosity': 1, 'confusion': 1}",Counter({'Uncertain': 1})
291,2014-09-17,qa_pair6,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Uncertain': 1})"
292,2014-09-17,qa_pair7,{'curiosity': 1},Counter({'Concerned': 1})
293,2014-09-17,qa_pair8,"{'curiosity': 1, 'optimism': 1}",Counter({'Pessimism': 1})
294,2014-09-17,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
295,2014-09-17,qa_pair10,{'neutral': 2},"Counter({'Neutral': 1, 'Concerned': 1})"
296,2014-09-17,qa_pair11,{'curiosity': 1},Counter({'Concerned': 1})
297,2014-09-17,qa_pair12,{'gratitude': 1},Counter({'Uncertain': 1})
298,2014-12-17,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Neutral': 3, 'Optimism': 2})"
299,2014-12-17,qa_pair1,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
300,2014-12-17,qa_pair2,{'neutral': 1},Counter({'Uncertain': 1})
301,2014-12-17,qa_pair3,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 2})
302,2014-12-17,qa_pair4,{'neutral': 2},Counter({'Uncertain': 2})
303,2014-12-17,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
304,2014-12-17,qa_pair6,{'neutral': 2},Counter({'Neutral': 1})
305,2014-12-17,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
306,2014-12-17,qa_pair8,"{'curiosity': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Pessimism': 1})"
307,2014-12-17,qa_pair9,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
308,2014-12-17,qa_pair10,"{'curiosity': 1, 'approval': 1}",Counter({'Concerned': 2})
309,2014-12-17,qa_pair11,"{'gratitude': 1, 'optimism': 1}",Counter({'Concerned': 2})
310,2014-12-17,qa_pair12,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
311,2014-12-17,qa_pair13,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
312,2014-12-17,qa_pair14,"{'approval': 1, 'neutral': 1}",Counter({'Concerned': 1})
313,2014-12-17,qa_pair15,"{'curiosity': 1, 'optimism': 1}",Counter({'Neutral': 1})
314,2015-03-18,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Neutral': 2, 'Optimism': 2, 'Uncertain': 1})"
315,2015-03-18,qa_pair1,{'neutral': 2},Counter({'Pessimism': 1})
316,2015-03-18,qa_pair2,{'neutral': 2},Counter({'Uncertain': 2})
317,2015-03-18,qa_pair3,{'curiosity': 1},Counter({'Uncertain': 1})
318,2015-03-18,qa_pair4,{'neutral': 2},Counter({'Pessimism': 1})
319,2015-03-18,qa_pair5,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
320,2015-03-18,qa_pair6,{'neutral': 2},Counter({'Neutral': 1})
321,2015-03-18,qa_pair7,{'neutral': 2},Counter({'Concerned': 1})
322,2015-03-18,qa_pair8,{'neutral': 3},"Counter({'Uncertain': 1, 'Neutral': 1})"
323,2015-03-18,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
324,2015-03-18,qa_pair10,{'approval': 1},Counter({'Concerned': 1})
325,2015-03-18,qa_pair11,"{'neutral': 1, 'approval': 1}",Counter({'Concerned': 1})
326,2015-03-18,qa_pair12,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
327,2015-03-18,qa_pair13,"{'confusion': 1, 'neutral': 1}",Counter({'Concerned': 1})
328,2015-03-18,qa_pair14,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
329,2015-03-18,qa_pair15,{'approval': 1},Counter({'Pessimism': 1})
330,2015-03-18,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
331,2015-06-17,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Neutral': 3, 'Optimism': 1, 'Uncertain': 1})"
332,2015-06-17,qa_pair1,{'neutral': 2},"Counter({'Uncertain': 1, 'Concerned': 1})"
333,2015-06-17,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
334,2015-06-17,qa_pair3,"{'gratitude': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
335,2015-06-17,qa_pair4,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
336,2015-06-17,qa_pair5,{'neutral': 3},"Counter({'Uncertain': 1, 'Concerned': 1})"
337,2015-06-17,qa_pair6,{'neutral': 2},Counter({'Uncertain': 1})
338,2015-06-17,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
339,2015-06-17,qa_pair8,"{'neutral': 1, 'optimism': 1}",Counter({'Uncertain': 1})
340,2015-06-17,qa_pair9,{'gratitude': 1},Counter({'Concerned': 1})
341,2015-06-17,qa_pair10,{'curiosity': 1},Counter({'Concerned': 1})
342,2015-06-17,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
343,2015-06-17,qa_pair12,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
344,2015-06-17,qa_pair13,"{'gratitude': 1, 'neutral': 1}",Counter({'Optimism': 1})
345,2015-06-17,qa_pair14,{'neutral': 1},Counter({'Pessimism': 1})
346,2015-06-17,qa_pair15,{'neutral': 1},Counter({'Uncertain': 1})
347,2015-06-17,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
348,2015-06-17,qa_pair17,{'neutral': 1},Counter({'Concerned': 1})
349,2015-09-17,opening_remark,"{'neutral': 6, 'gratitude': 1}","Counter({'Neutral': 3, 'Uncertain': 2})"
350,2015-09-17,qa_pair1,{'neutral': 2},Counter({'Uncertain': 1})
351,2015-09-17,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
352,2015-09-17,qa_pair3,{'neutral': 2},Counter({'Concerned': 1})
353,2015-09-17,qa_pair4,"{'curiosity': 1, 'neutral': 2}",Counter({'Neutral': 2})
354,2015-09-17,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Optimism': 1, 'Concerned': 1})"
355,2015-09-17,qa_pair6,"{'curiosity': 1, 'disapproval': 1}",Counter({'Neutral': 1})
356,2015-09-17,qa_pair7,{'neutral': 1},Counter({'Uncertain': 1})
357,2015-09-17,qa_pair8,"{'curiosity': 1, 'neutral': 2}",Counter({'Concerned': 2})
358,2015-09-17,qa_pair9,{'curiosity': 1},Counter({'Concerned': 1})
359,2015-09-17,qa_pair10,{'neutral': 1},Counter({'Uncertain': 1})
360,2015-09-17,qa_pair11,{'neutral': 1},Counter({'Uncertain': 1})
361,2015-09-17,qa_pair12,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
362,2015-09-17,qa_pair13,{'curiosity': 1},Counter({'Neutral': 1})
363,2015-09-17,qa_pair14,"{'curiosity': 1, 'approval': 1}",Counter({'Optimism': 1})
364,2015-09-17,qa_pair15,{'neutral': 1},Counter({'Pessimism': 1})
365,2015-09-17,qa_pair16,{'curiosity': 1},Counter({'Neutral': 1})
366,2015-09-17,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
367,2015-12-16,opening_remark,"{'neutral': 7, 'gratitude': 2}","Counter({'Optimism': 4, 'Neutral': 2})"
368,2015-12-16,qa_pair1,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
369,2015-12-16,qa_pair2,"{'curiosity': 1, 'neutral': 2}",Counter({'Neutral': 2})
370,2015-12-16,qa_pair3,{'neutral': 3},Counter({'Concerned': 2})
371,2015-12-16,qa_pair4,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Concerned': 1})"
372,2015-12-16,qa_pair5,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
373,2015-12-16,qa_pair6,"{'confusion': 1, 'curiosity': 1}","Counter({'Neutral': 1, 'Optimism': 1})"
374,2015-12-16,qa_pair7,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
375,2015-12-16,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
376,2015-12-16,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
377,2015-12-16,qa_pair10,{'neutral': 2},Counter({'Neutral': 1})
378,2015-12-16,qa_pair11,{'curiosity': 1},Counter({'Concerned': 1})
379,2015-12-16,qa_pair12,{'neutral': 2},Counter({'Uncertain': 1})
380,2015-12-16,qa_pair13,{'neutral': 2},Counter({'Neutral': 1})
381,2015-12-16,qa_pair14,{'neutral': 1},Counter({'Uncertain': 1})
382,2015-12-16,qa_pair15,{'neutral': 2},"Counter({'Pessimism': 1, 'Concerned': 1})"
383,2015-12-16,qa_pair16,"{'curiosity': 1, 'caring': 1}",Counter({'Concerned': 1})
384,2015-12-16,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
385,2016-03-16,opening_remark,"{'neutral': 5, 'gratitude': 1}","Counter({'Neutral': 2, 'Optimism': 2, 'Concerned': 1})"
386,2016-03-16,qa_pair1,{'neutral': 3},"Counter({'Concerned': 1, 'Uncertain': 1})"
387,2016-03-16,qa_pair2,{'neutral': 2},Counter({'Concerned': 1})
388,2016-03-16,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
389,2016-03-16,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
390,2016-03-16,qa_pair5,{'gratitude': 1},Counter({'Uncertain': 1})
391,2016-03-16,qa_pair6,"{'confusion': 1, 'neutral': 1}",Counter({'Uncertain': 2})
392,2016-03-16,qa_pair7,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
393,2016-03-16,qa_pair8,{'disappointment': 1},Counter({'Concerned': 1})
394,2016-03-16,qa_pair9,"{'curiosity': 2, 'neutral': 2}","Counter({'Pessimism': 1, 'Concerned': 1, 'Optimism': 1})"
395,2016-03-16,qa_pair10,{'neutral': 2},Counter({'Neutral': 1})
396,2016-03-16,qa_pair11,{'neutral': 1},Counter({'Concerned': 1})
397,2016-03-16,qa_pair12,"{'curiosity': 2, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
398,2016-03-16,qa_pair13,{'neutral': 2},"Counter({'Uncertain': 1, 'Concerned': 1})"
399,2016-03-16,qa_pair14,{'neutral': 2},Counter({'Uncertain': 1})
400,2016-06-15,opening_remark,"{'neutral': 4, 'disappointment': 1, 'gratitude': 1}","Counter({'Neutral': 2, 'Uncertain': 1, 'Pessimism': 1, 'Optimism': 1})"
401,2016-06-15,qa_pair1,{'gratitude': 1},Counter({'Uncertain': 1})
402,2016-06-15,qa_pair2,{'neutral': 3},Counter({'Uncertain': 2})
403,2016-06-15,qa_pair3,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
404,2016-06-15,qa_pair4,{'neutral': 2},"Counter({'Pessimism': 1, 'Uncertain': 1})"
405,2016-06-15,qa_pair5,"{'curiosity': 1, 'neutral': 1, 'confusion': 1}",Counter({'Concerned': 2})
406,2016-06-15,qa_pair6,"{'neutral': 1, 'confusion': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
407,2016-06-15,qa_pair7,{'curiosity': 1},Counter({'Neutral': 1})
408,2016-06-15,qa_pair8,{'neutral': 2},"Counter({'Concerned': 1, 'Neutral': 1})"
409,2016-06-15,qa_pair9,"{'curiosity': 1, 'surprise': 1}",Counter({'Uncertain': 1})
410,2016-06-15,qa_pair10,{'curiosity': 1},Counter({'Concerned': 1})
411,2016-06-15,qa_pair11,{'neutral': 2},Counter({'Neutral': 1})
412,2016-06-15,qa_pair12,{'neutral': 2},Counter({'Uncertain': 1})
413,2016-06-15,qa_pair13,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
414,2016-06-15,qa_pair14,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
415,2016-09-21,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Uncertain': 1})"
416,2016-09-21,qa_pair1,"{'curiosity': 1, 'approval': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
417,2016-09-21,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
418,2016-09-21,qa_pair3,"{'neutral': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
419,2016-09-21,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
420,2016-09-21,qa_pair5,{'neutral': 3},Counter({'Neutral': 2})
421,2016-09-21,qa_pair6,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
422,2016-09-21,qa_pair7,"{'neutral': 2, 'approval': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
423,2016-09-21,qa_pair8,"{'neutral': 1, 'optimism': 1}",Counter({'Neutral': 1})
424,2016-09-21,qa_pair9,{'neutral': 1},Counter({'Concerned': 1})
425,2016-09-21,qa_pair10,{'neutral': 2},Counter({'Concerned': 1})
426,2016-09-21,qa_pair11,{'neutral': 1},Counter({'Uncertain': 1})
427,2016-09-21,qa_pair12,{'neutral': 2},Counter({'Concerned': 1})
428,2016-09-21,qa_pair13,"{'curiosity': 1, 'sadness': 1}",Counter({'Pessimism': 2})
429,2016-09-21,qa_pair14,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
430,2016-09-21,qa_pair15,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
431,2016-09-21,qa_pair16,{'neutral': 2},Counter({'Concerned': 1})
432,2016-09-21,qa_pair17,{'curiosity': 1},Counter({'Concerned': 1})
433,2016-12-14,opening_remark,{'neutral': 4},"Counter({'Neutral': 2, 'Optimism': 1})"
434,2016-12-14,qa_pair1,{'gratitude': 1},Counter({'Neutral': 1})
435,2016-12-14,qa_pair2,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
436,2016-12-14,qa_pair3,{'curiosity': 1},Counter({'Optimism': 1})
437,2016-12-14,qa_pair4,{'approval': 2},Counter({'Uncertain': 1})
438,2016-12-14,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
439,2016-12-14,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
440,2016-12-14,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
441,2016-12-14,qa_pair8,{'remorse': 1},Counter({'Neutral': 1})
442,2016-12-14,qa_pair9,"{'approval': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
443,2016-12-14,qa_pair10,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
444,2016-12-14,qa_pair11,{'neutral': 1},Counter({'Uncertain': 1})
445,2016-12-14,qa_pair12,{'curiosity': 1},Counter({'Uncertain': 1})
446,2016-12-14,qa_pair13,"{'curiosity': 1, 'approval': 1}",Counter({'Optimism': 1})
447,2016-12-14,qa_pair14,{'curiosity': 1},Counter({'Neutral': 1})
448,2016-12-14,qa_pair15,"{'neutral': 1, 'curiosity': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
449,2016-12-14,qa_pair16,"{'curiosity': 1, 'approval': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
450,2016-12-14,qa_pair17,"{'neutral': 2, 'curiosity': 1}",Counter({'Neutral': 2})
451,2017-03-15,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
452,2017-03-15,qa_pair1,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
453,2017-03-15,qa_pair2,"{'confusion': 1, 'neutral': 1}",Counter({'Neutral': 1})
454,2017-03-15,qa_pair3,{'neutral': 3},"Counter({'Neutral': 1, 'Uncertain': 1})"
455,2017-03-15,qa_pair4,{'curiosity': 1},Counter({'Uncertain': 1})
456,2017-03-15,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
457,2017-03-15,qa_pair6,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
458,2017-03-15,qa_pair7,{'curiosity': 1},Counter({'Pessimism': 1})
459,2017-03-15,qa_pair8,{'curiosity': 1},Counter({'Pessimism': 1})
460,2017-03-15,qa_pair9,{'neutral': 1},Counter({'Concerned': 1})
461,2017-03-15,qa_pair10,{'confusion': 1},Counter({'Neutral': 1})
462,2017-03-15,qa_pair11,"{'neutral': 3, 'curiosity': 1}","Counter({'Neutral': 1, 'Pessimism': 1, 'Concerned': 1})"
463,2017-03-15,qa_pair12,{'neutral': 2},Counter({'Uncertain': 1})
464,2017-03-15,qa_pair13,{'admiration': 1},Counter({'Optimism': 1})
465,2017-03-15,qa_pair14,{'neutral': 2},Counter({'Neutral': 2})
466,2017-03-15,qa_pair15,{'confusion': 2},Counter({'Concerned': 1})
467,2017-03-15,qa_pair16,{'neutral': 1},Counter({'Neutral': 1})
468,2017-03-15,qa_pair17,{'neutral': 1},Counter({'Neutral': 1})
469,2017-06-14,opening_remark,"{'neutral': 6, 'gratitude': 1}","Counter({'Optimism': 4, 'Concerned': 1})"
470,2017-06-14,qa_pair1,{'neutral': 1},Counter({'Neutral': 1})
471,2017-06-14,qa_pair2,{'gratitude': 1},Counter({'Uncertain': 1})
472,2017-06-14,qa_pair3,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 1, 'Uncertain': 1})"
473,2017-06-14,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
474,2017-06-14,qa_pair5,{'neutral': 1},Counter({'Pessimism': 1})
475,2017-06-14,qa_pair6,{'neutral': 1},Counter({'Concerned': 1})
476,2017-06-14,qa_pair7,"{'neutral': 2, 'approval': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
477,2017-06-14,qa_pair8,"{'neutral': 1, 'optimism': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
478,2017-06-14,qa_pair9,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
479,2017-06-14,qa_pair10,{'neutral': 2},"Counter({'Pessimism': 1, 'Uncertain': 1})"
480,2017-06-14,qa_pair11,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Neutral': 1})"
481,2017-06-14,qa_pair12,{'curiosity': 1},Counter({'Uncertain': 1})
482,2017-06-14,qa_pair13,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
483,2017-06-14,qa_pair14,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
484,2017-06-14,qa_pair15,"{'curiosity': 1, 'approval': 1}",Counter({'Concerned': 1})
485,2017-09-20,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 3, 'Neutral': 1})"
486,2017-09-20,qa_pair1,"{'gratitude': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Pessimism': 1, 'Concerned': 1})"
487,2017-09-20,qa_pair2,"{'gratitude': 1, 'neutral': 1}",Counter({'Pessimism': 1})
488,2017-09-20,qa_pair3,"{'curiosity': 1, 'neutral': 1, 'confusion': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
489,2017-09-20,qa_pair4,{'neutral': 3},"Counter({'Neutral': 1, 'Concerned': 1})"
490,2017-09-20,qa_pair5,{'neutral': 3},"Counter({'Uncertain': 1, 'Optimism': 1})"
491,2017-09-20,qa_pair6,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
492,2017-09-20,qa_pair7,{'curiosity': 1},Counter({'Neutral': 1})
493,2017-09-20,qa_pair8,{'neutral': 3},"Counter({'Optimism': 1, 'Neutral': 1, 'Concerned': 1})"
494,2017-09-20,qa_pair9,"{'curiosity': 1, 'optimism': 1}",Counter({'Concerned': 1})
495,2017-09-20,qa_pair10,{'neutral': 1},Counter({'Concerned': 1})
496,2017-09-20,qa_pair11,{'neutral': 1},Counter({'Concerned': 1})
497,2017-09-20,qa_pair12,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Neutral': 1})"
498,2017-09-20,qa_pair13,"{'curiosity': 1, 'approval': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
499,2017-09-20,qa_pair14,"{'curiosity': 1, 'approval': 1, 'neutral': 1}","Counter({'Concerned': 2, 'Optimism': 1})"
500,2017-12-13,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Neutral': 2, 'Optimism': 2})"
501,2017-12-13,qa_pair1,{'neutral': 3},"Counter({'Concerned': 1, 'Optimism': 1})"
502,2017-12-13,qa_pair2,{'neutral': 2},Counter({'Uncertain': 1})
503,2017-12-13,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
504,2017-12-13,qa_pair4,"{'curiosity': 1, 'admiration': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
505,2017-12-13,qa_pair5,{'neutral': 3},"Counter({'Concerned': 1, 'Neutral': 1})"
506,2017-12-13,qa_pair6,"{'neutral': 1, 'caring': 1}",Counter({'Uncertain': 1})
507,2017-12-13,qa_pair7,{'neutral': 2},Counter({'Uncertain': 2})
508,2017-12-13,qa_pair8,"{'curiosity': 1, 'approval': 1}",Counter({'Neutral': 1})
509,2017-12-13,qa_pair9,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
510,2017-12-13,qa_pair10,{'neutral': 1},Counter({'Neutral': 1})
511,2017-12-13,qa_pair11,"{'gratitude': 1, 'optimism': 1}","Counter({'Pessimism': 1, 'Concerned': 1})"
512,2017-12-13,qa_pair12,{'curiosity': 1},Counter({'Optimism': 1})
513,2017-12-13,qa_pair13,"{'approval': 1, 'curiosity': 1}",Counter({'Concerned': 1})
514,2017-12-13,qa_pair14,"{'curiosity': 1, 'approval': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
515,2017-12-13,qa_pair15,"{'gratitude': 1, 'neutral': 1}",Counter({'Neutral': 2})
516,2017-12-13,qa_pair16,"{'curiosity': 1, 'admiration': 1}",Counter({'Neutral': 1})
517,2017-12-13,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
518,2017-12-13,qa_pair18,"{'neutral': 2, 'gratitude': 1}","Counter({'Neutral': 2, 'Concerned': 1})"
519,2018-03-21,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
520,2018-03-21,qa_pair1,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
521,2018-03-21,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
522,2018-03-21,qa_pair3,{'neutral': 2},Counter({'Pessimism': 1})
523,2018-03-21,qa_pair4,{'neutral': 2},Counter({'Concerned': 1})
524,2018-03-21,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
525,2018-03-21,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
526,2018-03-21,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
527,2018-03-21,qa_pair8,{'neutral': 1},Counter({'Neutral': 1})
528,2018-03-21,qa_pair9,{'neutral': 1},Counter({'Uncertain': 1})
529,2018-03-21,qa_pair10,"{'neutral': 1, 'optimism': 1}",Counter({'Concerned': 1})
530,2018-03-21,qa_pair11,{'curiosity': 1},Counter({'Uncertain': 1})
531,2018-03-21,qa_pair12,{'neutral': 1},Counter({'Concerned': 1})
532,2018-03-21,qa_pair13,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
533,2018-03-21,qa_pair14,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 2})
534,2018-03-21,qa_pair15,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Pessimism': 1})"
535,2018-03-21,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
536,2018-03-21,qa_pair17,{'curiosity': 1},Counter({'Concerned': 1})
537,2018-03-21,qa_pair18,{'neutral': 1},Counter({'Neutral': 1})
538,2018-03-21,qa_pair19,{'curiosity': 1},Counter({'Neutral': 1})
539,2018-03-21,qa_pair20,{'neutral': 1},Counter({'Pessimism': 1})
540,2018-03-21,qa_pair21,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
541,2018-06-13,opening_remark,"{'gratitude': 3, 'optimism': 1, 'neutral': 2}","Counter({'Neutral': 3, 'Optimism': 2})"
542,2018-06-13,qa_pair1,"{'curiosity': 1, 'neutral': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
543,2018-06-13,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
544,2018-06-13,qa_pair3,{'neutral': 2},Counter({'Uncertain': 1})
545,2018-06-13,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
546,2018-06-13,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
547,2018-06-13,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
548,2018-06-13,qa_pair7,{'neutral': 1},Counter({'Pessimism': 1})
549,2018-06-13,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
550,2018-06-13,qa_pair9,{'neutral': 2},"Counter({'Concerned': 1, 'Optimism': 1})"
551,2018-06-13,qa_pair10,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
552,2018-06-13,qa_pair11,{'neutral': 2},Counter({'Neutral': 2})
553,2018-06-13,qa_pair12,{'neutral': 2},Counter({'Neutral': 2})
554,2018-06-13,qa_pair13,"{'curiosity': 1, 'desire': 1}",Counter({'Uncertain': 1})
555,2018-06-13,qa_pair14,{'neutral': 2},"Counter({'Neutral': 1, 'Uncertain': 1})"
556,2018-06-13,qa_pair15,"{'gratitude': 1, 'neutral': 1}",Counter({'Pessimism': 1})
557,2018-06-13,qa_pair16,{'neutral': 2},Counter({'Neutral': 1})
558,2018-06-13,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
559,2018-06-13,qa_pair18,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
